ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
187,SA-M198,,,,LL Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,,01-Jun-98,,Current
188,SA-M237,,,,ML Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,,01-Jun-98,,Current
189,SA-M687,,,,HL Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
190,SA-R127,,,,LL Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,,01-Jun-98,,Current
191,SA-R430,,,,ML Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,,01-Jun-98,,Current
192,SA-R522,,,,HL Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
193,SA-T467,,,,LL Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,,01-Jun-98,,Current
194,SA-T612,,,,ML Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,,01-Jun-98,,Current
195,SA-T872,,,,HL Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
196,SD-2342,,,,LL Spindle/Axle,,,,FALSE,NA,500,375,,,NA,,0,,,L ,,,,,,,,,,,,,01-Jun-98,,Current
197,SD-9872,,,,HL Spindle/Axle,,,,FALSE,NA,500,375,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
198,SH-4562,,,,LL Shell,,,,FALSE,NA,800,600,,,NA,,0,,,L ,,,,,,,,,,,,,01-Jun-98,,Current
199,SH-9312,,,,HL Shell,,,,FALSE,NA,800,600,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
200,SK-9283,,,,Spokes,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
201,SL-0931,,,,Seat Lug,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
202,SM-9087,,,,Stem,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
203,SP-2981,,,,Seat Post,,,,FALSE,NA,500,375,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
204,SR-2098,,,,Steerer,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
205,SS-2985,,,,Seat Stays,,,,FALSE,NA,800,600,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
206,ST-9828,,,,Seat Tube,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
207,TO-2301,,,,Top Tube,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,,01-Jun-98,,Current
208,TP-0923,,,,Tension Pulley,,,,FALSE,NA,800,600,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
209,RC-0291,,,,Rear Derailleur Cage,,,,FALSE,Silver,500,375,,,NA,,0,,,,,,,,,,,,,,,,01-Jun-98,,Current
210,FR-R92B-58,14,LB ,CM ,"HL Road Frame - Black, 58",,,,TRUE,Black,500,375,,58,54-58 CM,2.24,1,R ,,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jun-98,,Current
211,FR-R92R-58,14,LB ,CM ,"HL Road Frame - Red, 58",,,,TRUE,Red,500,375,,58,54-58 CM,2.24,1,R ,,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jun-98,,Current
212,HL-U509-R,31,,,"Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge",$12.03,TRUE,Red,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-05,30-Jun-02,
213,HL-U509-R,31,,,"Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge",$13.88,TRUE,Red,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-06,30-Jun-03,
214,HL-U509-R,31,,,"Sport-100 Helmet, Red","Casco deportivo: 100, rojo","Casque sport 100, rouge",$13.09,TRUE,Red,4,3,$34.99,,NA,,0,S ,$20.99,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-07,,Current
215,HL-U509,31,,,"Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir",$12.03,TRUE,Black,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-05,30-Jun-02,
216,HL-U509,31,,,"Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir",$13.88,TRUE,Black,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-06,30-Jun-03,
217,HL-U509,31,,,"Sport-100 Helmet, Black","Casco deportivo: 100, negro","Casque sport 100, noir",$13.09,TRUE,Black,4,3,$34.99,,NA,,0,S ,$20.99,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-07,,Current
218,SO-B909-M,23,,,"Mountain Bike Socks, M","Calcetines para bicicleta de montaña, M","Chaussettes de VTT, taille M",$3.40,TRUE,White,4,3,$9.50,M,M,,0,M ,$5.70,,U ,Mountain Bike Socks,,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.,混合使用天然纤维和合成纤维，确保干燥并提供恰到好处的减震功能。,تركيبة من الفيبر الطبيعي والصناعي تظل محتفظة بجفافها وتعمل كوسائد ملائمة.,שילוב של סיבים טבעיים וסינטטיים נשאר יבש ומספק בדיוק את הריפוד הנכון.,การผสมผสานไฟเบอร์จากธรรมชาติและสังเคราะห์ แห้งสนิทและให้การรองรับที่เหมาะสม,Die Kombination aus natürlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.,天然および合成繊維の組み合わせにより、湿気を防ぎ、適切な緩衝材を提供します。,Doğal ve sentetik fiber karışımı kuru kalır ve tam istenen yumuşaklığı sağlar.,01-Jul-05,30-Jun-02,
219,SO-B909-L,23,,,"Mountain Bike Socks, L","Calcetines para bicicleta de montaña, G","Chaussettes de VTT, taille L",$3.40,TRUE,White,4,3,$9.50,L,L,,0,M ,$5.70,,U ,Mountain Bike Socks,,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.,混合使用天然纤维和合成纤维，确保干燥并提供恰到好处的减震功能。,تركيبة من الفيبر الطبيعي والصناعي تظل محتفظة بجفافها وتعمل كوسائد ملائمة.,שילוב של סיבים טבעיים וסינטטיים נשאר יבש ומספק בדיוק את הריפוד הנכון.,การผสมผสานไฟเบอร์จากธรรมชาติและสังเคราะห์ แห้งสนิทและให้การรองรับที่เหมาะสม,Die Kombination aus natürlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.,天然および合成繊維の組み合わせにより、湿気を防ぎ、適切な緩衝材を提供します。,Doğal ve sentetik fiber karışımı kuru kalır ve tam istenen yumuşaklığı sağlar.,01-Jul-05,30-Jun-02,
220,HL-U509-B,31,,,"Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu",$12.03,TRUE,Blue,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-05,30-Jun-02,
221,HL-U509-B,31,,,"Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu",$13.88,TRUE,Blue,4,3,$33.64,,NA,,0,S ,$20.19,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-06,30-Jun-03,
222,HL-U509-B,31,,,"Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu",$13.09,TRUE,Blue,4,3,$34.99,,NA,,0,S ,$20.99,,,Sport-100,,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",通用型透气良好且轻便，带有自合型帽沿。,ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。,"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası.""",01-Jul-07,,Current
223,CA-1098,19,,,AWC Logo Cap,,,$5.71,TRUE,Multi,4,3,$8.64,,NA,,0,S ,$5.19,,U ,Cycling Cap,,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visière relevable ; taille unique.,经典式样，带有翻边；均码。,نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.,סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.,แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน,"""Traditionelles Design mit Klapprand, Einheitsgröße.""",跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。,"""Klasik stil, herkese uygun tek bir boyda.""",01-Jul-05,30-Jun-02,
224,CA-1098,19,,,AWC Logo Cap,,,$5.23,TRUE,Multi,4,3,$8.64,,NA,,0,S ,$5.19,,U ,Cycling Cap,,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visière relevable ; taille unique.,经典式样，带有翻边；均码。,نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.,סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.,แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน,"""Traditionelles Design mit Klapprand, Einheitsgröße.""",跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。,"""Klasik stil, herkese uygun tek bir boyda.""",01-Jul-06,30-Jun-03,
225,CA-1098,19,,,AWC Logo Cap,,,$6.92,TRUE,Multi,4,3,$8.99,,NA,,0,S ,$5.39,,U ,Cycling Cap,,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visière relevable ; taille unique.,经典式样，带有翻边；均码。,نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.,סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.,แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน,"""Traditionelles Design mit Klapprand, Einheitsgröße.""",跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。,"""Klasik stil, herkese uygun tek bir boyda.""",01-Jul-07,,Current
226,LJ-0192-S,21,,,"Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S",$31.72,TRUE,Multi,4,3,$48.07,S,S,,0,S ,$28.84,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-05,30-Jun-02,
227,LJ-0192-S,21,,,"Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S",$29.08,TRUE,Multi,4,3,$48.07,S,S,,0,S ,$28.84,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-06,30-Jun-03,
228,LJ-0192-S,21,,,"Long-Sleeve Logo Jersey, S","Jersey con logotipo de manga larga, P","Maillot manches longues avec logo, taille S",$38.49,TRUE,Multi,4,3,$49.99,S,S,,0,S ,$29.99,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-07,,Current
229,LJ-0192-M,21,,,"Long-Sleeve Logo Jersey, M","Jersey con logotipo de manga larga, M","Maillot manches longues avec logo, taille M",$31.72,TRUE,Multi,4,3,$48.07,M,M,,0,S ,$28.84,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-05,30-Jun-02,
230,LJ-0192-M,21,,,"Long-Sleeve Logo Jersey, M","Jersey con logotipo de manga larga, M","Maillot manches longues avec logo, taille M",$29.08,TRUE,Multi,4,3,$48.07,M,M,,0,S ,$28.84,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-06,30-Jun-03,
231,LJ-0192-M,21,,,"Long-Sleeve Logo Jersey, M","Jersey con logotipo de manga larga, M","Maillot manches longues avec logo, taille M",$38.49,TRUE,Multi,4,3,$49.99,M,M,,0,S ,$29.99,,U ,Long-Sleeve Logo Jersey,,Unisex long-sleeve AWC logo microfiber cycling jersey,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",中性长袖带有 AWC 徽标的微纤维赛车用运动衫,قميص صوفي موحد للجنسين بأكمام طويلة للتسابق مصنوع من المايكروفيبر يحمل شعار AWC.,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo,男女共用の、AWC ロゴ入り長袖マイクロファイバー サイクリング ジャージ。,"""Üniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu""",01-Jul-07,,Current
